id,time,key
胡*佳,2020/2/19 下午5:33:36,加减运算 加减乘除运算 原点任意 又称间隔 存贮带来 尺度又称 尺度定量 尺度测定 序数尺度 测定尺度 特点原点 进行加减乘除 间隔尺度 测定值 长度重量 任意设定 名义尺度 表示存贮 数值大小 尺度类型 具符号 测定范围 符号意义 尺度数字 进行加减 顺序相 距离尺度 比例尺度 使用数值 定量研究 区别名义 相对应 对象顺序 数值仅 研究测定 值差 进行运算 顺序最后 票顺序 大小程度
施*,2020/2/21 下午3:06:32,序数尺度 取票 不对地方 事物依其 例子有一点 依其特征 尺度事物 排成顺序 认为序数 请指正 序号似乎 顺序等级 属性大小 特征属性 票序号 数学特征 序关系 举火车站 尺度部分 票例子 出序 大小程度 有一点问题 个人看法 部分举 火车站取 仅仅个人 地方请 体现出 似乎没有 没有体现
胡*佳,2020/2/21 下午9:13:47,发现序数 序数尺度 感谢指正 排好队 标序号 顺序可比性 顺序排好 高矮顺序 身高顺序 例子是不是 尺度了解 知道例子 之前身高 是不是更好 查阅相关 最后标 不够深入 例子问题 了解不够 相关资料
刘*凡,2020/2/19 下午9:09:30,距离尺度 具有等价 加减平均数 加减乘除统计 尺度指数值 平均数标准差 序数尺度 指数值间 比例尺具有 水混合成 水和水 混合成水 等价单位 类别变量 考试成绩排名 计算加减 排序意义 冠军亚军 名义尺度 符号意义 尺度数字 绝对零点 排序分析 具有排序 身高体重 零点距离 具有符号 零点位置 比较运算 男性编号 尺度仅 尺度具有 确定零点 女性编号 数字计算 进行排序 进行运算 数据分析中 间距离 具有绝对
周*,2020/2/19 下午11:57:00,度量尺度 尺度数据 序数尺度 赋值之间 数据用于 分析参数检验 加减运算 区间度量 又称间隔 型度量 实质上分类 尺度又称 尺度序数 尺度类别 度量标准 意义加减 提供数据排序 数量化尺度 最高度量 比例尺代表 用于聚类分析 相关方差分析 相邻赋值 类别尺度 聚类分析特征分析 间隔尺度 尺度区间 数据原点 用于数据分析 尺度特征 数据分析方法 用于排序 定尺度 名义尺度 差别相同 保证相邻 距离尺度 标名称 比例尺度 标准偏差
马*茹,2020/2/20 下午2:30:24,不能顺序排列 实质上分类 尺度类别 必须变量值 类别尺度 举例性别 相互排斥 尺度概念 定尺度 名义尺度 标名称 指标类别 合适类型 测量指标 类别方法 性别居住 确定类别 只能测量 类别之间 之间差别 对象分类 对象合适 名称确定 分类体系 变量 比较大小 特点只能 必须相互 量必须 概念称 居住城市 称定 调查对象 不能比较 城市农村 农村城市
马*茹,2020/2/20 下午2:38:07,类别大小 举例测量 代数计算 大小强弱 并能比较 序数尺度 度量单位 强弱程度 指明类别 温饱小康 特点变量 确切度量 贫困温饱 进行代数 鉴别并能 鉴别类别 变量之间 等级排列 变量包括 相互排斥 小康富裕 尺度概念 特征类别 测定对象 属性特征 对象属性 测量对象 包括测定 分为贫困 指测量 类别之间 比较举例 比较类别 进行鉴别 对象可能性 大小方法 概念指 没有确切 测量生活 之间相互
马*茹,2020/2/20 下午2:45:56,举例尺度 加减运算 又称间隔 可任意选取 型度量 度量尺度 相邻赋值 赋值间 选取零点 间隔尺度 概念又称 尺度概念 差别相同 进行加减 进行乘除 尺度距离 距离尺度 间差别 距离型 特点进行 不能进行
马*茹,2020/2/20 下午2:49:25,举例身长 尺度原点 度量标准 最高度量 比例尺概念 身长体重 零点尺度 绝对零点 比例尺度 尺度真正 真正零点 尺度代表 概念比例 加减 具有绝对 特点具有 要求最高 代表要求
石*,2020/2/20 下午4:02:39,尺度数字 距离尺度 比例尺度 名义尺度 尺度值 统计处理 序数尺度 用于表示 具有等价 具有绝对零度 又称间隔 存贮带来 尺度又称 尺度序数 尺度数值 指数值间 排列顺序 比例尺比例 求相关系数 相关系数统计 等价单位 算术平均值 绝对零度距离 计算标准差 计算算术平均 身长体重 间隔尺度 进行四则运算 体重数值 具有加法 加法性 具符号 数字数值 尺度名义 数值群 符号意义 数值比例 尺度距离 距离间隔 现象排列
裴*旭,2020/2/20 下午4:23:16,数据之间 数据间 名义数据 变量之间 之间进行 常用系数法 距离相等 之间比值 具有序数 加减乘除数学 属性排序 属性测度 序数变量 序数尺度 序数数据 数学运算 比例尺观测 比值测度 算数运算 类别属性 系数法系数法 距离变量 进行加减乘除 顺序测度 顺序之上 属性标签 个体属性 减运算 等级顺序 观测值 名义尺度 值顺序 自行定义 总是数值 标签名称 测量值 进行算数 距离尺度 尺度用于 尺度意义
施*,2020/2/21 上午10:05:42,分析测得 尺度定义 测定尺度 测得变量 相关性分析 写测定 变量进行 进行相关性
李*格,2020/2/20 下午5:38:08,距离尺度 序数尺度 进行四则运算 具有等价 分类赋值 指数值间 等价单位 进行赋值 间隔尺度 具有加法 尺度值 加法性 名义尺度 符号意义 现象排序 比例尺度 称为间隔 距离间隔 具有符号 组别进行 零点位置 数值仅 差等级 确定零点 绝对值 值距离 尺度要求 比较大小 间距离 具有绝对 用于现象 实验研究 看到实验 仅具有 进行分类 要求确定 成绩进行 要求具有 分为中 中差
李*格,2020/2/20 下午5:46:43,数据统计 序数尺度 分组变量 变量分组 均值标准差 尺度变量 方差检验 标准差相关系数 检验方差 相关系数数据 重新编码 名义尺度 尺度常见 比例尺度 尺度数字 距离尺度 变量进行 进行均值 常见成绩 统计处理 进行分类 数字进行 进行重新 成绩进行 分为中 中差 进行数据
李*格,2020/2/20 下午5:51:14,变量尺度 变量测度 变量赋值 尺度变量 测度等级 画等号 等级变量 类别变量 赋值标准 间距变量 尺度意思 分为类别 讲尺度 尺度之间 之间画 老师讲 其实理解 理解起来 起来老师
裴*旭,2020/2/21 上午10:08:00,尺度数据 变量意思 属性测度 测量尺度 顺序属性 数据变量 之间顺序 认为尺度 数据之间
张*璟,2020/2/26 下午7:50:31,性别变量 测量尺度 不能划等号 数据变量 变量不能 尺度数据 认为测量
何*,2020/2/21 上午10:23:58,不能画等号 变量等级 尺度等级 等级划分 信息素材 数量划分 划分数据 数据划分 等级教育 信息数量 觉得不能 数据信息 教育信息 认为不能
施*,2020/2/21 下午2:53:17,变量顾名思义 尺度衡量 属性鉴别 数值说是 测定尺度 说是标识 不能划等号 相应数值 特征属性 数字标识 鉴别标准 衡量对象 确定尺度 对象特征 尺度调查 具有相应 调查对象 觉得不能
汪*池,2020/2/21 下午3:34:45,侧重属性 侧重指示 定义分类单位 尺度变量 指示分类单位 数量化操作 进行数量化 变量具有 值属性 变量更 包含值 相同分类 操作名称 觉得尺度 能够定义 尺度教育 还包括单位 具有相同 分类标准 单位值 更包含 教育信息 信息进行
冯*珂,2020/2/21 下午7:52:29,变量规则 尺度划分 应该划等号 变量最终 规则尺度 尺度更多 类似规则 更多类似 最终进行
周*茜,2020/2/23 下午9:11:20,变量测度 数据数量化 数量化尺度 测度等级 应该变量 采用数据分析 数据分析方法 理解采用 太理解 方法应该
陈*琪,2020/2/24 下午3:41:59,对象特征 变量产生 变量名字 变量存储 变量工具 变量统计学 应用于观测 数值符号 测量变量 观测变量 连续存储空间 对应数值 统计学研究 指应用于 统计学中 存储信息 产生测量 测量标准 具有对应 信息测量 名字连续 特征信息 尺度说 计算机中 说对象 中对象 研究中
胡*灵,2020/2/27 上午10:05:22,销售量变量 变量变量 变量量 指代名称 数据类型比例 量指代 销售量数据类型 比例尺度 变量没有 尺度指 固定值 查找资料 网上查找 数据类型 个人理解 改变量 指数据 没有固定
杜*,2020/2/20 下午9:18:11,尺度数量 尺度定义 序数尺度 名义尺度 距离尺度 特点只能 仅具有 不能进行 之间相等 乘除运算 加减运算 加减乘除运算 大小排序 定义序数 实例性别 实例温度 实例百分 实例身长 排序变量 比例尺定义 百分等级 相等比例 身长体重 进行加减乘除 班级编号 编号班级 变量必须 算平均值 性别编号 相互排斥 运算算 排序意义 等级年级 定义名义 符号意义 进行加减 绝对零点 具有排序 进行乘除 比例尺度
王*向,2020/2/24 下午12:08:05,举太棒 例子举 智商年度 年度例子
杜*,2020/2/20 下午9:24:55,二项式检验 关系方差分析 卡二项式 尺度算术平均 序位顺序 序数尺度 方差相关系数 标准方差 检验因子分析 比例尺统计分析 求序位 相关系数检验 算术平均标准 尺度求 名义尺度 检验频率 距离尺度 尺度统计 统计类别 类别数 频率分析 顺序关系 数卡
许*卫,2020/2/20 下午10:07:55,尺度事物 比例尺度 距离尺度 计量表现 一等品二等品 事物类别 二等品三等品 分为一等品 尺度测度 尺度计量 差别测度 序数尺度 摄氏温度中 收入考试成绩 次序差 比例尺距离 水结冰温度 测度次序 测度类别 类别次序 考试成绩温度 计量尺度 间距测度 高度水结冰 海平面高度 重量长度 顺序差别 尺度区别 比如说性别 比例尺中 次序之间 尺度通常 定尺度 名义尺度 之间间距 类别差 绝对零点 性别分类 温度重量 差顺序
汪*,2020/2/21 上午12:40:25,定尺度 尺度名义 测量对象 互斥周延 互斥要求 分为白种人 划分互斥 只能测度 同类同质 同质异类 名义量表 周延类别 平等并列 异类异质 标记区别 棕黑种人 欧洲人美洲 测度事物 白种人黄种人 穷尽互斥 类别列举 类别穷尽 组别类别 美洲非洲 非洲澳洲人 黄种人棕 亚洲欧洲人 肤色分为 符号分类 先后次序 洲分为 只能归于 分类尺度 数字标记 数字运算 数字符号 尺度定 名义尺度 特征属性 类别差
汪*,2020/2/21 上午12:43:35,类别大小 定序尺度 类别之间 不能进行 之间互相排斥 代数计算 准确差值 变量需 大小强弱 大小测量方法 尺度定序 尺度鉴别 尺度顺序 并能比较 度量单位 强弱程度 指明类别 数学运算 次序差 比较满意没有 测度次序 测度类别 满意几类 满意比较满意 确切度量 进行代数 鉴别并能 鉴别类别 顺序尺度 测量类别 变量之间 等级尺度 特征类别 尺度相同 测定对象 定尺度 属性特征 类别差 中年老年 分为少年
汪*,2020/2/21 上午12:46:56,定尺度 相同数量 星比星亮 计量尺度 中的比较 之间差值 事物类别 划分顺序排列 尺度中的 尺度事物 尺度计量 尺度间隔 度量单位 收入考试成绩 星又比星亮 类别次序 给出度量 考试成绩温度 计数之间 间距测度 间隔相等 顺序排列部分 指出计数 重量长度 尺度通常 减运算 次序之间 尺度定 零点定 之间间距 绝对零点 温度重量 计量方法 计量表现 自然物理 表现数值 标志值 单位计量 尺度数量 总体划分
汪*,2020/2/21 上午12:51:09,定比尺度 定尺度 尺度中 尺度定比 中的表示 乘除运算 体积定比 加减运算 取负值 定必尺度 尺度中的 属于定比 摄氏温度中 水结冰温度 理想气体体积 理论上极限 绝对温度体积 绝对温度理想气体 起点基数 零点定比 高度水结冰 海平面高度 计量特征 薪酬产值 数学尺度 尺度绝对 对象计量 进行加减 绝对零点 进行乘除 利润薪酬 比例尺度 特征数学 尺度拥有 尺度指 长度高度 表示海平面 同样属性 自然起点 尺度具有
施*,2020/2/21 上午10:00:53,尺度定义 调查对象 等级高于 乘除运算 数值表示 名义尺度 对象类别 数值顺序 中层下层 举例考试分数 举例长度 优等品合格品 优等品等级 作乘除 作出差值 分为优等品 加减运算 合格品次品 合格品等级 四则计算 婚否宗教信仰 宗教信仰分类 尺度数值 属性类别 差值意义 序数尺度 性质相等值 数值相等 数学运算 比例尺定义 用作数学 相等距离 社会阶层中层 符号编码 等级排序 类别序列 类别次序 进行四则 高于合格品 高于次品
汪*池,2020/2/21 下午2:38:54,数据仅仅 定数据 定序数据 做回归 回归分析 不能做 数据定序 变量间 回归方程确定 有一点疑问 相互依赖关系 确定变量 精确运算 间相互依赖 班级编号 表格整理 性别班级 数值大小 具体定量 定量关系 欢迎探讨 疑问定 比较运算 做精确 整理非常 非常清晰 表示类别 认为回归 仅仅做 分析确定 认为定 确定具体 关系方法 仅仅表示 数据不能 数据做 做比较
